model_dir,best_epoch,w1_t1,w1_t2,w1_t3,w1_t4,w1_t2_t4,swd_t1,swd_t2,swd_t3,swd_t4,swd_t2_t4,fgd_t1,fgd_t2,fgd_t3,fgd_t4,fgd_t2_t4,w2_t1,w2_t2,w2_t3,w2_t4,train_loss,val_loss
singlecell/1_timing_eb5_w2inf_s500_w0.33_lr0.003_nl8,10,0.8668067842709357,1.1905586250390237,1.293621128053094,0.9509982442221194,1.0303341772734975,1.5220189817139096,2.03863414773958,2.0596091457725456,1.2217921073372136,1.629015029292418,3.555092264028734,5.771979130955884,5.693517718097186,3.3152438862226647,4.205028311817209,4.292817285421675,6.5413500909303846,6.566928189796554,4.559212095514826,0.9992366565598382,0.9990354776382446
