train_loss,val_loss,otp_alpha_epoch,otp_alpha_value,fgd_t0,fgd_t1,fgd_t2,fgd_t3,fgd_t4,fgd_t2_t4,w2_t0,w2_t1,w2_t2,w2_t3,w2_t4,w2_t2_t4,swd_t0,swd_t1,swd_t2,swd_t3,swd_t4,swd_t2_t4,mmd_t0,mmd_t1,mmd_t2,mmd_t3,mmd_t4,mmd_t2_t4,w1_t0,w1_t1,w1_t2,w1_t3,w1_t4,w1_t2_t4,metric_epochs
,0.9990354776382446,1.1111111111111112,0.15886910488091516,0.0,3.555092264028734,5.771979130955884,5.693517718097186,3.3152438862226647,4.205028311817209,3.838465079784034e-07,4.292817285421675,6.5413500909303846,6.566928189796554,4.559212095514826,,0.0,1.5220189817139096,2.03863414773958,2.0596091457725456,1.2217921073372136,1.629015029292418,0.0,0.3456850051879883,0.4098963737487793,0.4021115303039551,0.1789712905883789,0.14899373054504395,7.304670703436635e-10,0.8668067842709357,1.1905586250390237,1.293621128053094,0.9509982442221194,1.0303341772734975,10.0
,,1.2222222222222223,0.17750650271207383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.3333333333333333,0.19781611144141825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.4444444444444444,0.21982839774068247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.5555555555555556,0.2435464707695958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.6666666666666667,0.2689414213699951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.7777777777777777,0.29594837238283755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.8888888888888888,0.3244636770105458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.0,0.3543436937742046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.111111111111111,0.38540550173245053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.2222222222222223,0.4174297935376853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.3333333333333335,0.45016600268752216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.4444444444444446,0.48333950343058857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.5555555555555554,0.5166604965694114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.6666666666666665,0.5498339973124778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.7777777777777777,0.5825702064623147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.888888888888889,0.6145944982675494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.0,0.6456563062257954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.111111111111111,0.6755363229894543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.2222222222222223,0.7040516276171624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.3333333333333335,0.7310585786300049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.4444444444444446,0.7564535292304043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.5555555555555554,0.7801716022593175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.6666666666666665,0.8021838885585817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.7777777777777777,0.8224934972879262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.888888888888889,0.8411308951190849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.0,0.8581489350995123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.111111111111111,0.8736179106419871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.222222222222222,0.8876208906586432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.333333333333333,0.9002495108803148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.444444444444445,0.9116003227929417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.555555555555555,0.9217717405482161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.666666666666667,0.9308615796566533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.777777777777778,0.938965148927008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.888888888888889,0.9461738372307704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5.0,0.9525741268224334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5.111111111111111,0.958246962582418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5.222222222222222,0.9632674093279703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5.333333333333333,0.9677045353015494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5.444444444444445,0.9716214675798642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5.555555555555555,0.975075573352886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5.666666666666667,0.9781187290638694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5.777777777777778,0.9807976468271907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5.888888888888889,0.9831542341120191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.0,0.9852259683067269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.111111111111111,0.9870462724693041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.222222222222222,0.9886448823892203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.333333333333333,0.9900481981330957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.444444444444445,0.99127961562874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.555555555555555,0.9923598356676799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.666666666666667,0.9933071490757153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.777777777777778,0.9941376978036617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.888888888888889,0.9948657124031015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7.0,0.9955037268390589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7.111111111111111,0.996062771906031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7.222222222222222,0.9965525486984363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7.333333333333333,0.9969815836752917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7.444444444444445,0.9973573668784731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7.555555555555555,0.9976864748348797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7.666666666666667,0.9979746796109501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7.777777777777778,0.9982270454052078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7.888888888888889,0.9984480139695726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8.0,0.9986414800495711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8.11111111111111,0.9988108579318364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8.222222222222221,0.9989591400876253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8.333333333333334,0.9990889488055994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8.444444444444445,0.9992025816171715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8.555555555555555,0.9993020512340489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8.666666666666666,0.9993891206405656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8.777777777777779,0.9994653339130182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8.88888888888889,0.9995320432743672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9.0,0.9995904328350139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9.11111111111111,0.9996415394185832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9.222222222222221,0.999686270825264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9.333333333333334,0.9997254218438986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9.444444444444445,0.9997596882871811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9.555555555555555,0.9997896792916311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9.666666666666666,0.9998159280950366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9.777777777777779,0.9998389014784161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9.88888888888889,0.9998590080369097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
